stdio    D C:\LIBS5303Build\allegro5\src\file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\Kirk\Documents\GitHub\BreakoutLevelEditor\bin\Debug\allegro5.cfg r
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13234] added dtor for sub_bitmap 0BCA7900, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13235] added dtor for sub_bitmap 0BCA7A58, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13236] added dtor for sub_bitmap 0BCAA6B0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13237] added dtor for sub_bitmap 0BCAA808, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13238] added dtor for sub_bitmap 0BCAAC10, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13239] added dtor for sub_bitmap 0BCA9D48, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13240] added dtor for sub_bitmap 0BCA9A98, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13241] added dtor for sub_bitmap 0BCAAD68, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13242] added dtor for sub_bitmap 0BCA8E80, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13243] added dtor for sub_bitmap 0BCAA400, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13244] added dtor for sub_bitmap 0BCAB170, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13245] added dtor for sub_bitmap 0BCAB018, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13246] added dtor for sub_bitmap 0BCA97E8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13247] added dtor for sub_bitmap 0BCAA558, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13248] added dtor for sub_bitmap 0BCAA150, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13249] added dtor for sub_bitmap 0BCA8920, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13250] added dtor for sub_bitmap 0BCA9BF0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13251] added dtor for sub_bitmap 0BCA9690, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13252] added dtor for sub_bitmap 0BCAAAB8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13253] added dtor for sub_bitmap 0BCA9130, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13254] added dtor for sub_bitmap 0BCAA960, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13255] added dtor for sub_bitmap 0BCA9288, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13256] added dtor for sub_bitmap 0BCA93E0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13257] added dtor for sub_bitmap 0BCAAEC0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13258] added dtor for sub_bitmap 0BCA9940, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13260] added dtor for sub_bitmap 0BCA8FD8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13261] added dtor for sub_bitmap 0BCAA2A8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13262] added dtor for sub_bitmap 0BCA9538, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13263] added dtor for sub_bitmap 0BCA9EA0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13264] added dtor for sub_bitmap 0BCA8A78, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13266] added dtor for sub_bitmap 0BCA9FF8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13267] added dtor for sub_bitmap 0BCA8BD0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13268] added dtor for sub_bitmap 0BCA8D28, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13269] added dtor for sub_bitmap 0BCA54B8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13270] added dtor for sub_bitmap 0BCA58C0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13271] added dtor for sub_bitmap 0BCA5768, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13272] added dtor for sub_bitmap 0BCA4498, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13273] added dtor for sub_bitmap 0BCA4E00, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13274] added dtor for sub_bitmap 0BCA3320, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13275] added dtor for sub_bitmap 0BCA4748, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13276] added dtor for sub_bitmap 0BCA4090, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13277] added dtor for sub_bitmap 0BCA5A18, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13278] added dtor for sub_bitmap 0BCA5610, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13279] added dtor for sub_bitmap 0BCA3B30, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13280] added dtor for sub_bitmap 0BCA5B70, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13281] added dtor for sub_bitmap 0BCA4F58, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13282] added dtor for sub_bitmap 0BCA3DE0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13283] added dtor for sub_bitmap 0BCA5CC8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13285] added dtor for sub_bitmap 0BCA50B0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13286] added dtor for sub_bitmap 0BCA39D8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13287] added dtor for sub_bitmap 0BCA3478, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13288] added dtor for sub_bitmap 0BCA35D0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13289] added dtor for sub_bitmap 0BCA41E8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13290] added dtor for sub_bitmap 0BCA48A0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13291] added dtor for sub_bitmap 0BCA3F38, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13292] added dtor for sub_bitmap 0BCA3728, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13293] added dtor for sub_bitmap 0BCA3880, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13295] added dtor for sub_bitmap 0BCA5208, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13296] added dtor for sub_bitmap 0BCA4340, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13297] added dtor for sub_bitmap 0BCA3C88, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13298] added dtor for sub_bitmap 0BCA4B50, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13299] added dtor for sub_bitmap 0BCA45F0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13300] added dtor for sub_bitmap 0BCA49F8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13301] added dtor for sub_bitmap 0BCA4CA8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13302] added dtor for sub_bitmap 0BCA5360, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13305] added dtor for sub_bitmap 0BCAE4A8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13306] added dtor for sub_bitmap 0BCAFB80, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13307] added dtor for sub_bitmap 0BCAFA28, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13308] added dtor for sub_bitmap 0BCAF218, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13309] added dtor for sub_bitmap 0BCAFCD8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13310] added dtor for sub_bitmap 0BCADB40, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13311] added dtor for sub_bitmap 0BCB00E0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13312] added dtor for sub_bitmap 0BCAE8B0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13313] added dtor for sub_bitmap 0BCAF778, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13315] added dtor for sub_bitmap 0BCAFE30, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13316] added dtor for sub_bitmap 0BCAE758, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13317] added dtor for sub_bitmap 0BCAEB60, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13318] added dtor for sub_bitmap 0BCAF370, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13319] added dtor for sub_bitmap 0BCB0390, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13320] added dtor for sub_bitmap 0BCAE600, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13321] added dtor for sub_bitmap 0BCAECB8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13322] added dtor for sub_bitmap 0BCAEE10, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13323] added dtor for sub_bitmap 0BCAFF88, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13324] added dtor for sub_bitmap 0BCAF4C8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13325] added dtor for sub_bitmap 0BCB0238, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13326] added dtor for sub_bitmap 0BCB04E8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13327] added dtor for sub_bitmap 0BCAE1F8, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13328] added dtor for sub_bitmap 0BCADC98, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13329] added dtor for sub_bitmap 0BCADDF0, func 00403B8B
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   0.13330] removed dtor for bitmap 0BC724C0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   0.13334] added dtor for font 0BC71798, func 004B0EE1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   0.13334] removed dtor for bitmap 0BC740F8
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13591] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13594] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13828] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13831] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13874] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13875] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13909] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13943] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13944] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13983] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13985] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14017] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14018] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14059] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14060] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14091] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14092] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14133] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14134] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14168] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14169] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14207] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14208] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14800] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14802] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15002] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15004] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15145] _al_d3d_sync_bitmap (system) ref count == 1
